Train loss,Train accuracy,Train recall,Train ROC-AUC, Validation loss,Validation Accuracy,Validation Recall,Validation ROC-AUCTest loss,Test Accuracy,Test Recall,Test ROC-AUC
0.9199278294285641,0.7308148741722107,0.73081487417221070.7235264778137207,0.8793766498565674,0.7281249761581421,0.7281249761581421,0.77121293544769290.8926433548331261,0.7269531488418579,0.7269531488418579,0.7525262832641602
