Train loss,Train accuracy,Train recall,Train ROC-AUC, Validation loss,Validation Accuracy,Validation Recall,Validation ROC-AUCTest loss,Test Accuracy,Test Recall,Test ROC-AUC
0.8861680845671063,0.7377373576164246,0.73773735761642460.7359200716018677,0.8155121356248856,0.7689453363418579,0.7689453363418579,0.73084682226181030.8623531386256218,0.741406261920929,0.741406261920929,0.7345060110092163
