Train loss,Train accuracy,Train recall,Train ROC-AUC, Validation loss,Validation Accuracy,Validation Recall,Validation ROC-AUCTest loss,Test Accuracy,Test Recall,Test ROC-AUC
0.8268930315971375,0.7634493708610535,0.76344937086105350.7866266369819641,0.8045042864978313,0.7796875238418579,0.7796875238418579,0.72294247150421140.8237518817186356,0.7509765625,0.7509765625,0.7937000393867493
